,file number,district code,district name,neighborhood code,neighborhood name,street code,street name,postal no.,i describe the day of the week,nk  year,month/year,month name,day month,shift description,time of day,i describe a pedestrian cause,desc type of vehicle involved,description of sex,how old are you?,description of the type of person,i describe the place of the road run over,descriptio reason for commuting,i describe the reason for the displacement of the driver,victimization description,utm x ed50 coordinate,utm and ed50 coordinate,length wgs84,wgs84 latitude
4980,2021S000135    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,156407,Homer,0027 0027,Diumenge,2021,1,Gener,10,Tarda,19,No és causa del  vianant,Turisme,Dona,59,Vianant,Desconegut                                                                                                                                            ,Oci i entreteniment,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,428774.79,4584456.56,2.146723706,41.40665274
4981,2021S002728    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,174704,Jules Verne,0008 0010,Dilluns,2021,5,Maig,24,Tarda,20,No és causa del  vianant,Motocicleta,Home,54,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428532.95,4584291.69,2.143850075,41.405146345
4982,2021S004968    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,187105,Madrazo,0002 0002,Dijous,2021,9,Setembre,9,Matí,13,No és causa del  vianant,Motocicleta,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,429109.25,4583903.43,2.150789644,41.401700486
4983,2021S004101    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,237101,Osona,0004 0004,Dimecres,2021,7,Juliol,21,Matí,13,No és causa del  vianant,Motocicleta,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428586.98,4584573.43,2.144463154,41.407688671
4984,2021S006689    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Riera de Cassoles,0011 0011,Dissabte,2021,11,Novembre,20,Tarda,21,No és causa del  vianant,Motocicleta,Home,32,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429098.1,4583932.53,2.150652857,41.401961595
4985,2021S002369    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Riera de Cassoles,0029 0029,Dijous,2021,5,Maig,6,Tarda,20,No és causa del  vianant,Motocicleta,Dona,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429033.99,4584119.1,2.149864084,41.403636302
4986,2021S002264    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Riera de Cassoles,0059 0059,Dissabte,2021,5,Maig,1,Tarda,17,No és causa del  vianant,Motocicleta,Dona,8,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,429037.72,4584300.28,2.149887451,41.405268452
4987,2021S002264    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Riera de Cassoles,0059 0059,Dissabte,2021,5,Maig,1,Tarda,17,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,17,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,429037.72,4584300.28,2.149887451,41.405268452
4988,2021S002264    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Riera de Cassoles,0059 0059,Dissabte,2021,5,Maig,1,Tarda,17,No és causa del  vianant,Motocicleta,Home,45,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Amb assistència sanitària en lloc d'accident,429037.72,4584300.28,2.149887451,41.405268452
4989,2021S002264    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Riera de Cassoles,0059 0059,Dissabte,2021,5,Maig,1,Tarda,17,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,16,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,429037.72,4584300.28,2.149887451,41.405268452
4990,2021S000924    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Riera de Cassoles,0067 0069,Dimarts,2021,2,Febrer,23,Matí,9,No és causa del  vianant,Motocicleta,Home,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429037.84,4584358.3,2.14988208,41.405791027
4991,2021S003814    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,279600,República Argentina,0035 0035,Divendres,2021,7,Juliol,9,Matí,7,No és causa del  vianant,Motocicleta,Home,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428813.35,4584656.21,2.147161499,41.408454328
4992,2021S000895    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,279600,República Argentina,0041 0043,Dissabte,2021,2,Febrer,20,Tarda,16,No és causa del  vianant,Bicicleta,Home,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428795.93,4584685.74,2.146949623,41.40871875
4993,2021S003480    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,279600,República Argentina,0163 0165,Dimecres,2021,6,Juny,23,Tarda,20,No és causa del  vianant,Motocicleta,Home,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,428486.2,4584985.2,2.143208823,41.411388355
4994,2021S000162    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,279600,República Argentina,0249 0249,Dimarts,2021,1,Gener,12,Matí,10,No és causa del  vianant,Turisme,Dona,47,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428167.56,4585137.17,2.139378637,41.412728656
4995,2021S002312    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,302000,Sant Gervasi,0042 0042,Dimarts,2021,5,Maig,4,Tarda,19,No és causa del  vianant,Motocicleta,Dona,59,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428002.12,4584861.79,2.137432099,41.410233611
4996,2021S006321    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,302906,Sant Hermenegild,0016 0016,Dissabte,2021,11,Novembre,6,Matí,10,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428640.64,4584147.98,2.145155283,41.403861576
4997,2021S003028    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,312105,Santjoanistes,0014 0014,Diumenge,2021,6,Juny,6,Nit,23,No és causa del  vianant,Bicicleta,Home,20,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428834.1,4584060.63,2.147479805,41.403092006
4998,2021S004660    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,323101,Septimània,0021 0021,Diumenge,2021,8,Agost,22,Nit,22,No és causa del  vianant,Turisme,Dona,43,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,428885.16,4584339.05,2.148057869,41.40560415
4999,2021S004369    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,369306,Saragossa,0114 0114,Dimarts,2021,8,Agost,3,Tarda,16,No és causa del  vianant,Motocicleta,Home,55,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,428614.97,4584277.48,2.144832927,41.405025652
5000,2021S002116    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,369306,Saragossa,0115 0115,Dijous,2021,4,Abril,22,Tarda,19,No és causa del  vianant,Bicicleta,Home,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428682.54,4584202.77,2.145650048,41.404358769
5001,2021S000997    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,369306,Saragossa,0130 0130,Divendres,2021,2,Febrer,26,Matí,10,No és causa del  vianant,Motocicleta,Home,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit greu: hospitalització superior a 24h,428548.47,4584338.28,2.144030232,41.405567343
5002,2021S001563    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,369306,Saragossa,0130 0130,Divendres,2021,3,Març,26,Matí,8,No és causa del  vianant,Motocicleta,Home,57,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428548.47,4584338.28,2.144030232,41.405567343
5003,2021S002314    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,369306,Saragossa,0151 0151,Dimarts,2021,5,Maig,4,Tarda,17,No és causa del  vianant,Motocicleta,Home,41,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit greu: hospitalització superior a 24h,428570.15,4584305.28,2.14429348,41.405272053
5004,2021S000294    ,6,Gràcia,28,Vallcarca i els Penitents,14800,Anna Piferrer,0004B0004B,Dimarts,2021,1,Gener,19,Tarda,18,No és causa del  vianant,Motocicleta,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,428165.65,4585715.25,2.139287105,41.417935011
5005,2021S000166    ,6,Gràcia,28,Vallcarca i els Penitents,33509,Ballester,0073 0073,Dimarts,2021,1,Gener,12,Matí,10,No és causa del  vianant,Motocicleta,Dona,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,"Bombers, policia, ambulància",Ferit lleu: Rebutja assistència sanitària,428849.56,4584656.23,2.147594686,41.408457716
5006,2021S000105    ,6,Gràcia,28,Vallcarca i els Penitents,44301,Bolívar,0053 0053,Divendres,2021,1,Gener,8,Tarda,14,No és causa del  vianant,Ciclomotor,Dona,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,428716.06,4584888.93,2.145970165,41.41054172
5007,2021S005776    ,6,Gràcia,28,Vallcarca i els Penitents,69200,Ca l'Alegre,0015 0015,Dijous,2021,10,Octubre,14,Nit,22,No és causa del  vianant,Motocicleta,Dona,19,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428142.78,4585643.54,2.13902199,41.417287103
5008,2021S005776    ,6,Gràcia,28,Vallcarca i els Penitents,69200,Ca l'Alegre,0015 0015,Dijous,2021,10,Octubre,14,Nit,22,No és causa del  vianant,Turisme,Dona,50,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428142.78,4585643.54,2.13902199,41.417287103
5009,2021S005776    ,6,Gràcia,28,Vallcarca i els Penitents,69200,Ca l'Alegre,0015 0015,Dijous,2021,10,Octubre,14,Nit,22,No és causa del  vianant,Turisme,Dona,9,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428142.78,4585643.54,2.13902199,41.417287103
5010,2021S005776    ,6,Gràcia,28,Vallcarca i els Penitents,69200,Ca l'Alegre,0015 0015,Dijous,2021,10,Octubre,14,Nit,22,No és causa del  vianant,Motocicleta,Dona,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428142.78,4585643.54,2.13902199,41.417287103
5011,2021S005776    ,6,Gràcia,28,Vallcarca i els Penitents,69200,Ca l'Alegre,0015 0015,Dijous,2021,10,Octubre,14,Nit,22,No és causa del  vianant,Turisme,Home,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428142.78,4585643.54,2.13902199,41.417287103
5012,2021S006678    ,6,Gràcia,28,Vallcarca i els Penitents,69200,Ca l'Alegre,0015 0015,Dissabte,2021,11,Novembre,20,Matí,13,No és causa del  vianant,Motocicleta,Home,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428142.78,4585643.54,2.13902199,41.417287103
5013,2021S002546    ,6,Gràcia,28,Vallcarca i els Penitents,116901,Esteve Terradas,0001 0003,Dissabte,2021,5,Maig,15,Nit,5,No és causa del  vianant,Turisme,Dona,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,428448.5,4585109.06,2.142743134,41.412500555
5014,2021S007041    ,6,Gràcia,28,Vallcarca i els Penitents,116901,Esteve Terradas,0023 0023,Divendres,2021,12,Desembre,3,Tarda,20,No és causa del  vianant,Motocicleta,Home,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428313.45,4585180.58,2.141118921,41.413132665
5015,2021S003466    ,6,Gràcia,28,Vallcarca i els Penitents,116901,Esteve Terradas,0037 0041,Dimecres,2021,6,Juny,23,Tarda,18,No és causa del  vianant,Motocicleta,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,428271.9,4585215.19,2.140617707,41.413440674
5016,2021S006176    ,6,Gràcia,28,Vallcarca i els Penitents,116901,Esteve Terradas,0037 0041,Dissabte,2021,10,Octubre,30,Nit,23,No és causa del  vianant,Ciclomotor,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428271.9,4585215.19,2.140617707,41.413440674
5017,2021S006435    ,6,Gràcia,28,Vallcarca i els Penitents,116901,Esteve Terradas,0050X0050X,Dimecres,2021,11,Novembre,10,Tarda,19,No és causa del  vianant,Turisme,Home,34,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428091.04,4585436.96,2.138427499,41.415421893
5018,2021S006435    ,6,Gràcia,28,Vallcarca i els Penitents,116901,Esteve Terradas,0050X0050X,Dimecres,2021,11,Novembre,10,Tarda,19,No és causa del  vianant,Turisme,Home,4,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428091.04,4585436.96,2.138427499,41.415421893
5019,2021S006435    ,6,Gràcia,28,Vallcarca i els Penitents,116901,Esteve Terradas,0050X0050X,Dimecres,2021,11,Novembre,10,Tarda,19,No és causa del  vianant,Turisme,Dona,31,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428091.04,4585436.96,2.138427499,41.415421893
5020,2021S007516    ,6,Gràcia,28,Vallcarca i els Penitents,116901,Esteve Terradas,0077 0077,Dijous,2021,12,Desembre,23,Matí,12,No és causa del  vianant,Turisme,Home,70,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,428186.09,4585383.67,2.139571054,41.414950436
5021,2021S006560    ,6,Gràcia,28,Vallcarca i els Penitents,116901,Esteve Terradas,0077 0077,Dimarts,2021,11,Novembre,16,Matí,13,No és causa del  vianant,Motocicleta,Home,45,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428186.09,4585383.67,2.139571054,41.414950436
5022,2021S006944    ,6,Gràcia,28,Vallcarca i els Penitents,123408,Lesseps,0019 0019,Dimecres,2021,12,Desembre,1,Matí,13,No és causa del  vianant,Motocicleta,Home,47,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,429081.55,4584590.76,2.150377718,41.407888565
5023,2021S007402    ,6,Gràcia,28,Vallcarca i els Penitents,123408,Lesseps,0020 0022,Diumenge,2021,12,Desembre,19,Matí,7,No és causa del  vianant,Motocicleta,Dona,66,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,429003.38,4584523.97,2.149450398,41.407280109
5024,2021S004671    ,6,Gràcia,28,Vallcarca i els Penitents,123408,Lesseps,0021X0021X,Dilluns,2021,8,Agost,23,Tarda,21,No és causa del  vianant,Autobús,Dona,80,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,429024.35,4584481.54,2.149706242,41.406899811
5025,2021S007462    ,6,Gràcia,28,Vallcarca i els Penitents,123408,Lesseps,0021X0021X,Dilluns,2021,12,Desembre,20,Matí,13,No és causa del  vianant,Motocicleta,Home,62,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,429024.35,4584481.54,2.149706242,41.406899811
5026,2021S003122    ,6,Gràcia,28,Vallcarca i els Penitents,123408,Lesseps,0025 0025,Dijous,2021,6,Juny,10,Matí,12,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,428959.1,4584445.8,2.148929856,41.406572148
5027,2021S001318    ,6,Gràcia,28,Vallcarca i els Penitents,123408,Lesseps,0025 0025,Dilluns,2021,3,Març,15,Matí,13,No és causa del  vianant,Turisme,Dona,38,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428959.1,4584445.8,2.148929856,41.406572148
5028,2021S002572    ,6,Gràcia,28,Vallcarca i els Penitents,148409,Sant Cugat,0009 0009,Diumenge,2021,5,Maig,16,Tarda,18,No és causa del  vianant,Turisme,Dona,5,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,428082.46,4585712.79,2.138292032,41.417905409
5029,2021S002572    ,6,Gràcia,28,Vallcarca i els Penitents,148409,Sant Cugat,0009 0009,Diumenge,2021,5,Maig,16,Tarda,18,No és causa del  vianant,Turisme,Home,50,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,428082.46,4585712.79,2.138292032,41.417905409
5030,2021S002572    ,6,Gràcia,28,Vallcarca i els Penitents,148409,Sant Cugat,0009 0009,Diumenge,2021,5,Maig,16,Tarda,18,No és causa del  vianant,Turisme,Home,54,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,428082.46,4585712.79,2.138292032,41.417905409
5031,2021S002572    ,6,Gràcia,28,Vallcarca i els Penitents,148409,Sant Cugat,0009 0009,Diumenge,2021,5,Maig,16,Tarda,18,No és causa del  vianant,Turisme,Dona,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Rebutja assistència sanitària,428082.46,4585712.79,2.138292032,41.417905409
5032,2021S002572    ,6,Gràcia,28,Vallcarca i els Penitents,148409,Sant Cugat,0009 0009,Diumenge,2021,5,Maig,16,Tarda,18,No és causa del  vianant,Turisme,Home,56,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,428082.46,4585712.79,2.138292032,41.417905409
5033,2021S001395    ,6,Gràcia,28,Vallcarca i els Penitents,148409,Sant Cugat,0067 0079,Dijous,2021,3,Març,18,Tarda,16,No és causa del  vianant,Motocicleta,Home,30,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428021.61,4586070.08,2.137521421,41.421117917
5034,2021S006541    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0010 0010,Dilluns,2021,11,Novembre,15,Tarda,15,No és causa del  vianant,Motocicleta,Home,21,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,429004.65,4584631.33,2.14945299,41.408247172
5035,2021S004957    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0010 0010,Dimecres,2021,9,Setembre,8,Tarda,20,No és causa del  vianant,Ciclomotor,Home,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429004.65,4584631.33,2.14945299,41.408247172
5036,2021S003543    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0010 0010,Diumenge,2021,6,Juny,27,Tarda,20,No és causa del  vianant,Motocicleta,Dona,64,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,429004.65,4584631.33,2.14945299,41.408247172
5037,2021S004037    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0012 0012,Dilluns,2021,7,Juliol,19,Matí,9,No és causa del  vianant,Motocicleta,Home,31,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429001.25,4584634.37,2.149411958,41.408274252
5038,2021S005251    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0012 0012,Dimarts,2021,9,Setembre,21,Matí,10,No és causa del  vianant,Motocicleta,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,429001.25,4584634.37,2.149411958,41.408274252
5039,2021S000674    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0040 0040,Dimarts,2021,2,Febrer,9,Tarda,20,Altres,Autobús,Home,73,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428900.86,4584757.52,2.148196493,41.409374538
5040,2021S002794    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0049 0049,Dijous,2021,5,Maig,27,Tarda,16,No és causa del  vianant,Motocicleta,Home,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428862.65,4584769.5,2.147737962,41.409479055
5041,2021S003967    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0059 0059,Dimecres,2021,7,Juliol,14,Matí,11,No és causa del  vianant,Turisme,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Rebutja assistència sanitària,428819.35,4584822.3,2.147213731,41.409950768
5042,2021S003967    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0059 0059,Dimecres,2021,7,Juliol,14,Matí,11,No és causa del  vianant,Taxi,Home,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,Taxi,Ferit lleu: Rebutja assistència sanitària,428819.35,4584822.3,2.147213731,41.409950768
5043,2021S002603    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0060 0060,Dimarts,2021,5,Maig,18,Matí,8,No és causa del  vianant,Motocicleta,Home,48,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,428836.1,4584836.3,2.147412472,41.410078345
5044,2021S002618    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0060 0060,Dimarts,2021,5,Maig,18,Tarda,15,No és causa del  vianant,Motocicleta,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,428836.1,4584836.3,2.147412472,41.410078345
5045,2021S002455    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0071 0071,Dimarts,2021,5,Maig,11,Matí,11,No és causa del  vianant,Motocicleta,Dona,51,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,428790.23,4584857.29,2.146861233,41.410263329
5046,2021S002455    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0071 0071,Dimarts,2021,5,Maig,11,Matí,11,No és causa del  vianant,Bicicleta,Home,70,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,428790.23,4584857.29,2.146861233,41.410263329
5047,2021S004397    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0077 0079,Dijous,2021,8,Agost,5,Tarda,16,No és causa del  vianant,Motocicleta,Home,66,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428761.28,4584889.22,2.146511126,41.410548343
5048,2021S004592    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0107X0107X,Dimecres,2021,8,Agost,18,Tarda,18,No és causa del  vianant,Motocicleta,Home,17,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428631.86,4585014.52,2.144948007,41.411665383
5049,2021S001425    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0110X0110X,Divendres,2021,3,Març,19,Tarda,21,No és causa del  vianant,Motocicleta,Home,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,428588.9,4585058.97,2.144428792,41.412061908
5050,2021S001425    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0110X0110X,Divendres,2021,3,Març,19,Tarda,21,No és causa del  vianant,Motocicleta,Home,32,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,428588.9,4585058.97,2.144428792,41.412061908
5051,2021S005256    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0119U0119U,Dimarts,2021,9,Setembre,21,Tarda,15,No és causa del  vianant,Ciclomotor,Home,19,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,428524.41,4585067.05,2.143656285,41.412128946
5052,2021S005919    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0126 0126,Dijous,2021,10,Octubre,21,Matí,10,No és causa del  vianant,Turisme,Home,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Rebutja assistència sanitària,428508.41,4585102.13,2.143460715,41.412443473
5053,2021S005919    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0126 0126,Dijous,2021,10,Octubre,21,Matí,10,No és causa del  vianant,Turisme,Home,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Rebutja assistència sanitària,428508.41,4585102.13,2.143460715,41.412443473
5054,2021S001168    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0126 0126,Dilluns,2021,3,Març,8,Matí,10,No és causa del  vianant,Motocicleta,Home,14,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,428508.41,4585102.13,2.143460715,41.412443473
5055,2021S001168    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0126 0126,Dilluns,2021,3,Març,8,Matí,10,No és causa del  vianant,Bicicleta,Home,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428508.41,4585102.13,2.143460715,41.412443473
5056,2021S001168    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0126 0126,Dilluns,2021,3,Març,8,Matí,10,No és causa del  vianant,Motocicleta,Home,15,Conductor,Desconegut                                                                                                                                            ,Desconegut,Estudiant cap a centre d'estudis,Ferit lleu: Amb assistència sanitària en lloc d'accident,428508.41,4585102.13,2.143460715,41.412443473
